0, 1
0.000250063, -nan
0.000500125, -nan
0.000750188, -nan
0.00100025, -nan
0.00125031, -nan
0.00150038, -nan
0.00175044, -nan
0.0020005, -nan
0.00225056, -nan
0.00250063, -nan
0.00275069, -nan
0.00300075, -nan
0.00325081, -nan
0.00350088, -nan
0.00375094, -nan
0.004001, -nan
0.00425106, -nan
0.00450113, -nan
0.00475119, -nan
0.00500125, -nan
0.00525131, -nan
0.00550138, -nan
0.00575144, -nan
0.0060015, -nan
0.00625156, -nan
0.00650163, -nan
0.00675169, -nan
0.00700175, -nan
0.00725181, -nan
0.00750188, -nan
0.00775194, -nan
0.008002, -nan
0.00825206, -nan
0.00850213, -nan
0.00875219, -nan
0.00900225, -nan
0.00925231, -nan
0.00950238, -nan
0.00975244, -nan
0.0100025, -nan
0.0102526, -nan
0.0105026, -nan
0.0107527, -nan
0.0110028, -nan
0.0112528, -nan
0.0115029, -nan
0.0117529, -nan
0.012003, -nan
0.0122531, -nan
0.0125031, -nan
0.0127532, -nan
0.0130033, -nan
0.0132533, -nan
0.0135034, -nan
0.0137534, -nan
0.0140035, -nan
0.0142536, -nan
0.0145036, -nan
0.0147537, -nan
0.0150038, -nan
0.0152538, -nan
0.0155039, -nan
0.0157539, -nan
0.016004, -nan
0.0162541, -nan
0.0165041, -nan
0.0167542, -nan
0.0170043, -nan
0.0172543, -nan
0.0175044, -nan
0.0177544, -nan
0.0180045, -nan
0.0182546, -nan
0.0185046, -nan
0.0187547, -nan
0.0190048, -nan
0.0192548, -nan
0.0195049, -nan
0.0197549, -nan
0.020005, -nan
0.0202551, -nan
0.0205051, -nan
0.0207552, -nan
0.0210053, -nan
0.0212553, -nan
0.0215054, -nan
0.0217554, -nan
0.0220055, -nan
0.0222556, -nan
0.0225056, -nan
0.0227557, -nan
0.0230058, -nan
0.0232558, -nan
0.0235059, -nan
0.0237559, -nan
0.024006, -nan
0.0242561, -nan
0.0245061, -nan
0.0247562, -nan
0.0250063, -nan
0.0252563, -nan
0.0255064, -nan
0.0257564, -nan
0.0260065, -nan
0.0262566, -nan
0.0265066, -nan
0.0267567, -nan
0.0270068, -nan
0.0272568, -nan
0.0275069, -nan
0.0277569, -nan
0.028007, -nan
0.0282571, -nan
0.0285071, -nan
0.0287572, -nan
0.0290073, -nan
0.0292573, -nan
0.0295074, -nan
0.0297574, -nan
0.0300075, -nan
0.0302576, -nan
0.0305076, -nan
0.0307577, -nan
0.0310078, -nan
0.0312578, -nan
0.0315079, -nan
0.0317579, -nan
0.032008, -nan
0.0322581, -nan
0.0325081, -nan
0.0327582, -nan
0.0330083, -nan
0.0332583, -nan
0.0335084, -nan
0.0337584, -nan
0.0340085, -nan
0.0342586, -nan
0.0345086, -nan
0.0347587, -nan
0.0350088, -nan
0.0352588, -nan
0.0355089, -nan
0.0357589, -nan
0.036009, -nan
0.0362591, -nan
0.0365091, -nan
0.0367592, -nan
0.0370093, -nan
0.0372593, -nan
0.0375094, -nan
0.0377594, -nan
0.0380095, -nan
0.0382596, -nan
0.0385096, -nan
0.0387597, -nan
0.0390098, -nan
0.0392598, -nan
0.0395099, -nan
0.0397599, -nan
0.04001, -nan
0.0402601, -nan
0.0405101, -nan
0.0407602, -nan
0.0410103, -nan
0.0412603, -nan
0.0415104, -nan
0.0417604, -nan
0.0420105, -nan
0.0422606, -nan
0.0425106, -nan
0.0427607, -nan
0.0430108, -nan
0.0432608, -nan
0.0435109, -nan
0.0437609, -nan
0.044011, -nan
0.0442611, -nan
0.0445111, -nan
0.0447612, -nan
0.0450113, -nan
0.0452613, -nan
0.0455114, -nan
0.0457614, -nan
0.0460115, -nan
0.0462616, -nan
0.0465116, -nan
0.0467617, -nan
0.0470118, -nan
0.0472618, -nan
0.0475119, -nan
0.0477619, -nan
0.048012, -nan
0.0482621, -nan
0.0485121, -nan
0.0487622, -nan
0.0490123, -nan
0.0492623, -nan
0.0495124, -nan
0.0497624, -nan
0.0500125, -nan
0.0502626, -nan
0.0505126, -nan
0.0507627, -nan
0.0510128, -nan
0.0512628, -nan
0.0515129, -nan
0.0517629, -nan
0.052013, -nan
0.0522631, -nan
0.0525131, -nan
0.0527632, -nan
0.0530133, -nan
0.0532633, -nan
0.0535134, -nan
0.0537634, -nan
0.0540135, -nan
0.0542636, -nan
0.0545136, -nan
0.0547637, -nan
0.0550138, -nan
0.0552638, -nan
0.0555139, -nan
0.0557639, -nan
0.056014, -nan
0.0562641, -nan
0.0565141, -nan
0.0567642, -nan
0.0570143, -nan
0.0572643, -nan
0.0575144, -nan
0.0577644, -nan
0.0580145, -nan
0.0582646, -nan
0.0585146, -nan
0.0587647, -nan
0.0590148, -nan
0.0592648, -nan
0.0595149, -nan
0.0597649, -nan
0.060015, -nan
0.0602651, -nan
0.0605151, -nan
0.0607652, -nan
0.0610153, -nan
0.0612653, -nan
0.0615154, -nan
0.0617654, -nan
0.0620155, -nan
0.0622656, -nan
0.0625156, -nan
0.0627657, -nan
0.0630158, -nan
0.0632658, -nan
0.0635159, -nan
0.0637659, -nan
0.064016, -nan
0.0642661, -nan
0.0645161, -nan
0.0647662, -nan
0.0650163, -nan
0.0652663, -nan
0.0655164, -nan
0.0657664, -nan
0.0660165, -nan
0.0662666, -nan
0.0665166, -nan
0.0667667, -nan
0.0670168, -nan
0.0672668, -nan
0.0675169, -nan
0.0677669, -nan
0.068017, -nan
0.0682671, -nan
0.0685171, -nan
0.0687672, -nan
0.0690173, -nan
0.0692673, -nan
0.0695174, -nan
0.0697674, -nan
0.0700175, -nan
0.0702676, -nan
0.0705176, -nan
0.0707677, -nan
0.0710178, -nan
0.0712678, -nan
0.0715179, -nan
0.0717679, -nan
0.072018, -nan
0.0722681, -nan
0.0725181, -nan
0.0727682, -nan
0.0730183, -nan
0.0732683, -nan
0.0735184, -nan
0.0737684, -nan
0.0740185, -nan
0.0742686, -nan
0.0745186, -nan
0.0747687, -nan
0.0750188, -nan
0.0752688, -nan
0.0755189, -nan
0.0757689, -nan
0.076019, -nan
0.0762691, -nan
0.0765191, -nan
0.0767692, -nan
0.0770193, -nan
0.0772693, -nan
0.0775194, -nan
0.0777694, -nan
0.0780195, -nan
0.0782696, -nan
0.0785196, -nan
0.0787697, -nan
0.0790198, -nan
0.0792698, -nan
0.0795199, -nan
0.0797699, -nan
0.08002, -nan
0.0802701, -nan
0.0805201, -nan
0.0807702, -nan
0.0810203, -nan
0.0812703, -nan
0.0815204, -nan
0.0817704, -nan
0.0820205, -nan
0.0822706, -nan
0.0825206, -nan
0.0827707, -nan
0.0830208, -nan
0.0832708, -nan
0.0835209, -nan
0.0837709, -nan
0.084021, -nan
0.0842711, -nan
0.0845211, -nan
0.0847712, -nan
0.0850213, -nan
0.0852713, -nan
0.0855214, -nan
0.0857714, -nan
0.0860215, -nan
0.0862716, -nan
0.0865216, -nan
0.0867717, -nan
0.0870218, -nan
0.0872718, -nan
0.0875219, -nan
0.0877719, -nan
0.088022, -nan
0.0882721, -nan
0.0885221, -nan
0.0887722, -nan
0.0890223, -nan
0.0892723, -nan
0.0895224, -nan
0.0897724, -nan
0.0900225, -nan
0.0902726, -nan
0.0905226, -nan
0.0907727, -nan
0.0910228, -nan
0.0912728, -nan
0.0915229, -nan
0.0917729, -nan
0.092023, -nan
0.0922731, -nan
0.0925231, -nan
0.0927732, -nan
0.0930233, -nan
0.0932733, -nan
0.0935234, -nan
0.0937734, -nan
0.0940235, -nan
0.0942736, -nan
0.0945236, -nan
0.0947737, -nan
0.0950238, -nan
0.0952738, -nan
0.0955239, -nan
0.0957739, -nan
0.096024, -nan
0.0962741, -nan
0.0965241, -nan
0.0967742, -nan
0.0970243, -nan
0.0972743, -nan
0.0975244, -nan
0.0977744, -nan
0.0980245, -nan
0.0982746, -nan
0.0985246, -nan
0.0987747, -nan
0.0990248, -nan
0.0992748, -nan
0.0995249, -nan
0.0997749, -nan
0.100025, -nan
0.100275, -nan
0.100525, -nan
0.100775, -nan
0.101025, -nan
0.101275, -nan
0.101525, -nan
0.101775, -nan
0.102026, -nan
0.102276, -nan
0.102526, -nan
0.102776, -nan
0.103026, -nan
0.103276, -nan
0.103526, -nan
0.103776, -nan
0.104026, -nan
0.104276, -nan
0.104526, -nan
0.104776, -nan
0.105026, -nan
0.105276, -nan
0.105526, -nan
0.105776, -nan
0.106027, -nan
0.106277, -nan
0.106527, -nan
0.106777, -nan
0.107027, -nan
0.107277, -nan
0.107527, -nan
0.107777, -nan
0.108027, -nan
0.108277, -nan
0.108527, -nan
0.108777, -nan
0.109027, -nan
0.109277, -nan
0.109527, -nan
0.109777, -nan
0.110028, -nan
0.110278, -nan
0.110528, -nan
0.110778, -nan
0.111028, -nan
0.111278, -nan
0.111528, -nan
0.111778, -nan
0.112028, -nan
0.112278, -nan
0.112528, -nan
0.112778, -nan
0.113028, -nan
0.113278, -nan
0.113528, -nan
0.113778, -nan
0.114029, -nan
0.114279, -nan
0.114529, -nan
0.114779, -nan
0.115029, -nan
0.115279, -nan
0.115529, -nan
0.115779, -nan
0.116029, -nan
